#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 3 -H 230 -W 230 -k 64 -y 7 -x 7 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
gcnAsmConv1x1U_gfx906, 5, 67809, {  12544       1      16}, {  256     1     1}, 0, 84, 91,      3136.00,     16531.00,      8898.00,      1024.00,      2051.00,        64.00,         0.00,         0.00,    101999.31,     25088.00
MIOpenConv1x1_gfx906, 6, 67809, { 802816       1       1}, {   64     1     1}, 0, 57, 103,     12544.00,      4773.00,       107.00,         0.00,       515.00,         0.00,       272.00,         0.00,    104817.12,     25088.00
gcnAsmConv1x1U_gfx906, 7, 67809, {  12544       1      16}, {  256     1     1}, 0, 84, 91,      3136.00,     16531.00,      8898.00,      1024.00,      2051.00,        64.00,         0.00,         0.00,    101799.50,     25088.00
gcnAsmConv1x1U_gfx906, 8, 67809, {  12544       1      16}, {  256     1     1}, 0, 84, 91,      3136.00,     16531.00,      8898.00,      1024.00,      2051.00,        64.00,         0.00,         0.00,    101017.75,     25088.00
gcnAsmConv1x1U_gfx906, 9, 67809, {  12544       1      16}, {  256     1     1}, 0, 84, 91,      3136.00,     16531.00,      8898.00,      1024.00,      2051.00,        64.00,         0.00,         0.00,    102136.19,     25088.00
gcnAsmConv1x1U_gfx906, 10, 67809, {  12544       1      16}, {  256     1     1}, 0, 84, 91,      3136.00,     16531.00,      8898.00,      1024.00,      2051.00,        64.00,         0.00,         0.00,    101212.56,     25088.00
gcnAsmConv1x1U_gfx906, 11, 67809, {  12544       1      16}, {  256     1     1}, 0, 84, 91,      3136.00,     16531.00,      8898.00,      1024.00,      2051.00,        64.00,         0.00,         0.00,    101658.25,     25088.00
gcnAsmConv1x1U_gfx906, 12, 67809, {  12544       1      16}, {  256     1     1}, 0, 84, 91,      3136.00,     16531.00,      8898.00,      1024.00,      2051.00,        64.00,         0.00,         0.00,    101465.12,     25088.00
gcnAsmConv1x1U_gfx906, 13, 67809, {  12544       1      16}, {  256     1     1}, 0, 84, 91,      3136.00,     16531.00,      8898.00,      1024.00,      2051.00,        64.00,         0.00,         0.00,    101110.62,     25088.00
gcnAsmConv1x1U_gfx906, 14, 67809, {  12544       1      16}, {  256     1     1}, 0, 84, 91,      3136.00,     16531.00,      8898.00,      1024.00,      2051.00,        64.00,         0.00,         0.00,    101378.00,     25088.00
gcnAsmConv1x1U_gfx906, 15, 67809, {  12544       1      16}, {  256     1     1}, 0, 84, 91,      3136.00,     16531.00,      8898.00,      1024.00,      2051.00,        64.00,         0.00,         0.00,    101059.06,     25088.00
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 64 -H 56 -W 56 -k 64 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
sp3AsmConv3x3F_gfx906, 1, 67859, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122644.55,     16440.91,      6306.00,         1.00,       400.00,         0.00,         0.00,     31150.12,     25106.78
sp3AsmConv3x3F_gfx906, 2, 67859, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122691.43,     16468.04,      6306.00,         1.00,       400.00,         0.00,         0.00,     31054.50,     25107.91
sp3AsmConv3x3F_gfx906, 3, 67859, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122645.82,     16428.84,      6306.00,         1.00,       400.00,         0.00,         0.00,     31046.31,     25108.22
sp3AsmConv3x3F_gfx906, 4, 67859, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122684.16,     16475.72,      6306.00,         1.00,       400.00,         0.00,         0.00,     31089.81,     25107.75
sp3AsmConv3x3F_gfx906, 5, 67859, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122725.10,     16469.96,      6306.00,         1.00,       400.00,         0.00,         0.00,     31104.56,     25109.03
sp3AsmConv3x3F_gfx906, 6, 67859, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122605.92,     16402.83,      6306.00,         1.00,       400.00,         0.00,         0.00,     31117.56,     25103.62
sp3AsmConv3x3F_gfx906, 7, 67859, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122639.48,     16436.86,      6306.00,         1.00,       400.00,         0.00,         0.00,     31093.31,     25109.12
sp3AsmConv3x3F_gfx906, 8, 67859, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122647.66,     16423.55,      6306.00,         1.00,       400.00,         0.00,         0.00,     31099.62,     25105.34
sp3AsmConv3x3F_gfx906, 9, 67859, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122688.96,     16480.93,      6306.00,         1.00,       400.00,         0.00,         0.00,     31081.00,     25110.00
sp3AsmConv3x3F_gfx906, 10, 67859, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122900.35,     16511.62,      6306.00,         1.00,       400.00,         0.00,         0.00,     31101.56,     25108.22
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 64 -H 56 -W 56 -k 256 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
Cijk_Ailk_Bljk_SB_MT64x128x16_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS0_FL1_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR0_PLR1_RK0_SU32_SNLL0_TT4_8_USFGRO0_VAW1_VW4_WG16_16_1_WGM1_gfx906, 1, 67892, {  12544       2      64}, {  256     1     1}, 12288, 64, 98,     25088.00,      2192.00,       216.04,        12.00,        35.00,         8.00,         0.00,         0.00,     28422.19,    100352.00
(anonymous&nbsp;namespace)::hip_fill_n<256u&comma;&nbsp;unsigned&nbsp;int*&comma;&nbsp;unsigned&nbsp;long&comma;&nbsp;unsigned&nbsp;int>_gfx906, 2, 67892, {51380224       1       1}, {  256     1     1}, 0, 11, 18,    802816.00,        38.00,         9.00,         0.00,         4.00,         0.00,         1.00,         0.00,         8.25,    100352.00
Cijk_Ailk_Bljk_SB_MT64x128x16_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS0_FL1_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR0_PLR1_RK0_SU32_SNLL0_TT4_8_USFGRO0_VAW1_VW4_WG16_16_1_WGM1_gfx906, 3, 67892, {  12544       2      64}, {  256     1     1}, 12288, 64, 98,     25088.00,      2192.00,       216.04,        12.00,        35.00,         8.00,         0.00,         0.00,     28567.25,    100352.00
sp3AsmConvRxSU_gfx906, 4, 67892, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    487971.93,     79777.64,     25122.00,         3.00,      1576.00,         0.00,         0.00,     50865.44,    100565.16
gcnAsmConv1x1U_gfx906, 5, 67892, {  12544       8      16}, {  256     1     1}, 8192, 84, 91,     25088.00,      2203.00,      1227.50,       128.00,       259.00,        32.00,         0.00,         0.00,    122353.94,    100352.00
MIOpenConv1x1_gfx906, 6, 67892, {1605632       1       1}, {   64     1     1}, 0, 63, 98,     25088.00,      2314.00,        66.00,         0.00,       259.00,         0.00,        96.00,         0.00,     25481.69,    100352.00
MIOpenConv1x1_gfx906, 7, 67892, {1605632       1       1}, {   64     1     1}, 0, 63, 98,     25088.00,      2314.00,        66.00,         0.00,       259.00,         0.00,        96.00,         0.00,     25500.75,    100352.00
MIOpenConv1x1_gfx906, 8, 67892, {1605632       1       1}, {   64     1     1}, 0, 63, 98,     25088.00,      2314.00,        66.00,         0.00,       259.00,         0.00,        96.00,         0.00,     25467.38,    100352.00
MIOpenConv1x1_gfx906, 9, 67892, {1605632       1       1}, {   64     1     1}, 0, 63, 98,     25088.00,      2314.00,        66.00,         0.00,       259.00,         0.00,        96.00,         0.00,     25473.25,    100352.00
MIOpenConv1x1_gfx906, 10, 67892, {1605632       1       1}, {   64     1     1}, 0, 63, 98,     25088.00,      2314.00,        66.00,         0.00,       259.00,         0.00,        96.00,         0.00,     25464.75,    100352.00
MIOpenConv1x1_gfx906, 11, 67892, {1605632       1       1}, {   64     1     1}, 0, 63, 98,     25088.00,      2314.00,        66.00,         0.00,       259.00,         0.00,        96.00,         0.00,     25461.25,    100352.00
MIOpenConv1x1_gfx906, 12, 67892, {1605632       1       1}, {   64     1     1}, 0, 63, 98,     25088.00,      2314.00,        66.00,         0.00,       259.00,         0.00,        96.00,         0.00,     25458.94,    100352.00
MIOpenConv1x1_gfx906, 13, 67892, {1605632       1       1}, {   64     1     1}, 0, 63, 98,     25088.00,      2314.00,        66.00,         0.00,       259.00,         0.00,        96.00,         0.00,     25440.75,    100352.00
MIOpenConv1x1_gfx906, 14, 67892, {1605632       1       1}, {   64     1     1}, 0, 63, 98,     25088.00,      2314.00,        66.00,         0.00,       259.00,         0.00,        96.00,         0.00,     25465.50,    100352.00
MIOpenConv1x1_gfx906, 15, 67892, {1605632       1       1}, {   64     1     1}, 0, 63, 98,     25088.00,      2314.00,        66.00,         0.00,       259.00,         0.00,        96.00,         0.00,     25457.19,    100352.00
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 256 -H 56 -W 56 -k 64 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
Cijk_Ailk_Bljk_SB_MT128x64x8_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS1_FL1_GRVW2_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR1_PLR1_RK0_SU32_SNLL0_TT4_8_USFGRO0_VAW1_VW2_WG32_8_1_WGM1_gfx906, 1, 67942, {   6400       1      64}, {  256     1     1}, 14336, 70, 98,      6400.00,      8342.64,       779.72,        96.00,        35.00,        16.64,         0.00,         0.00,    100646.50,     25088.00
(anonymous&nbsp;namespace)::hip_fill_n<256u&comma;&nbsp;unsigned&nbsp;int*&comma;&nbsp;unsigned&nbsp;long&comma;&nbsp;unsigned&nbsp;int>_gfx906, 2, 67942, {12845056       1       1}, {  256     1     1}, 0, 11, 18,    200704.00,        38.00,         9.00,         0.00,         4.00,         0.00,         1.00,         0.00,       200.38,     25088.00
Cijk_Ailk_Bljk_SB_MT128x64x8_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS1_FL1_GRVW2_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR1_PLR1_RK0_SU32_SNLL0_TT4_8_USFGRO0_VAW1_VW2_WG32_8_1_WGM1_gfx906, 3, 67942, {   6400       1      64}, {  256     1     1}, 14336, 70, 98,      6400.00,      8342.64,       779.72,        96.00,        35.00,        16.64,         0.00,         0.00,    100646.94,     25088.00
sp3AsmConvRxSU_gfx906, 4, 67942, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    467195.83,     65961.16,     25122.00,         3.00,       400.00,         0.00,         0.00,    203140.75,     25093.75
gcnAsmConv1x1U_gfx906, 5, 67942, {  12544       1      16}, {  256     1     1}, 0, 84, 91,      3136.00,     16531.00,      8898.00,      1024.00,      2051.00,        64.00,         0.00,         0.00,    102324.00,     25088.00
MIOpenConv1x1_gfx906, 6, 67942, { 802816       1       1}, {   64     1     1}, 0, 57, 103,     12544.00,      4773.00,       107.00,         0.00,       515.00,         0.00,       272.00,         0.00,    106337.06,     25088.00
MIOpenConv1x1_gfx906, 7, 67942, { 802816       1       1}, {   64     1     1}, 0, 57, 103,     12544.00,      4773.00,       107.00,         0.00,       515.00,         0.00,       272.00,         0.00,    106995.12,     25088.00
MIOpenConv1x1_gfx906, 8, 67942, { 802816       1       1}, {   64     1     1}, 0, 57, 103,     12544.00,      4773.00,       107.00,         0.00,       515.00,         0.00,       272.00,         0.00,    104856.44,     25088.00
MIOpenConv1x1_gfx906, 9, 67942, { 802816       1       1}, {   64     1     1}, 0, 57, 103,     12544.00,      4773.00,       107.00,         0.00,       515.00,         0.00,       272.00,         0.00,    103189.44,     25088.00
MIOpenConv1x1_gfx906, 10, 67942, { 802816       1       1}, {   64     1     1}, 0, 57, 103,     12544.00,      4773.00,       107.00,         0.00,       515.00,         0.00,       272.00,         0.00,    106301.56,     25088.00
MIOpenConv1x1_gfx906, 11, 67942, { 802816       1       1}, {   64     1     1}, 0, 57, 103,     12544.00,      4773.00,       107.00,         0.00,       515.00,         0.00,       272.00,         0.00,    106061.75,     25088.00
MIOpenConv1x1_gfx906, 12, 67942, { 802816       1       1}, {   64     1     1}, 0, 57, 103,     12544.00,      4773.00,       107.00,         0.00,       515.00,         0.00,       272.00,         0.00,    106226.12,     25088.00
MIOpenConv1x1_gfx906, 13, 67942, { 802816       1       1}, {   64     1     1}, 0, 57, 103,     12544.00,      4773.00,       107.00,         0.00,       515.00,         0.00,       272.00,         0.00,    105627.62,     25088.00
MIOpenConv1x1_gfx906, 14, 67942, { 802816       1       1}, {   64     1     1}, 0, 57, 103,     12544.00,      4773.00,       107.00,         0.00,       515.00,         0.00,       272.00,         0.00,    106123.75,     25088.00
MIOpenConv1x1_gfx906, 15, 67942, { 802816       1       1}, {   64     1     1}, 0, 57, 103,     12544.00,      4773.00,       107.00,         0.00,       515.00,         0.00,       272.00,         0.00,    105925.19,     25088.00
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 64 -H 56 -W 56 -k 64 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
sp3AsmConv3x3F_gfx906, 1, 67993, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122640.64,     16436.12,      6306.00,         1.00,       400.00,         0.00,         0.00,     31124.19,     25106.31
sp3AsmConv3x3F_gfx906, 2, 67993, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122680.50,     16464.15,      6306.00,         1.00,       400.00,         0.00,         0.00,     31050.06,     25108.88
sp3AsmConv3x3F_gfx906, 3, 67993, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122599.12,     16417.18,      6306.00,         1.00,       400.00,         0.00,         0.00,     31060.94,     25106.59
sp3AsmConv3x3F_gfx906, 4, 67993, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122674.40,     16470.09,      6306.00,         1.00,       400.00,         0.00,         0.00,     31034.00,     25110.72
sp3AsmConv3x3F_gfx906, 5, 67993, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122680.12,     16475.71,      6306.00,         1.00,       400.00,         0.00,         0.00,     31044.81,     25110.41
sp3AsmConv3x3F_gfx906, 6, 67993, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122690.42,     16447.88,      6306.00,         1.00,       400.00,         0.00,         0.00,     31052.06,     25107.94
sp3AsmConv3x3F_gfx906, 7, 67993, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122699.35,     16473.15,      6306.00,         1.00,       400.00,         0.00,         0.00,     31021.81,     25110.81
sp3AsmConv3x3F_gfx906, 8, 67993, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122685.37,     16479.75,      6306.00,         1.00,       400.00,         0.00,         0.00,     31034.81,     25109.88
sp3AsmConv3x3F_gfx906, 9, 67993, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122699.82,     16463.76,      6306.00,         1.00,       400.00,         0.00,         0.00,     31055.50,     25108.16
sp3AsmConv3x3F_gfx906, 10, 67993, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    122620.26,     16424.76,      6306.00,         1.00,       400.00,         0.00,         0.00,     31038.19,     25106.41
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 64 -H 56 -W 56 -k 256 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
Cijk_Ailk_Bljk_SB_MT64x128x16_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS0_FL1_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR0_PLR1_RK0_SU32_SNLL0_TT4_8_USFGRO0_VAW1_VW4_WG16_16_1_WGM1_gfx906, 1, 68028, {  12544       2      64}, {  256     1     1}, 12288, 64, 98,     25088.00,      2192.00,       216.04,        12.00,        35.00,         8.00,         0.00,         0.00,     28317.75,    100352.00
(anonymous&nbsp;namespace)::hip_fill_n<256u&comma;&nbsp;unsigned&nbsp;int*&comma;&nbsp;unsigned&nbsp;long&comma;&nbsp;unsigned&nbsp;int>_gfx906, 2, 68028, {51380224       1       1}, {  256     1     1}, 0, 11, 18,    802816.00,        38.00,         9.00,         0.00,         4.00,         0.00,         1.00,         0.00,         8.00,    100352.00
Cijk_Ailk_Bljk_SB_MT64x128x16_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS0_FL1_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR0_PLR1_RK0_SU32_SNLL0_TT4_8_USFGRO0_VAW1_VW4_WG16_16_1_WGM1_gfx906, 3, 68028, {  12544       2      64}, {  256     1     1}, 12288, 64, 98,     25088.00,      2192.00,       216.04,        12.00,        35.00,         8.00,         0.00,         0.00,     28672.88,    100352.00
sp3AsmConvRxSU_gfx906, 4, 68028, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    487960.10,     79759.70,     25122.00,         3.00,      1576.00,         0.00,         0.00,     51233.75,    100440.44
gcnAsmConv1x1U_gfx906, 5, 68028, {  12544       8      16}, {  256     1     1}, 8192, 84, 91,     25088.00,      2203.00,      1227.50,       128.00,       259.00,        32.00,         0.00,         0.00,    122611.81,    100352.00
MIOpenConv1x1_gfx906, 6, 68028, {1605632       1       1}, {   64     1     1}, 0, 63, 98,     25088.00,      2314.00,        66.00,         0.00,       259.00,         0.00,        96.00,         0.00,     25486.62,    100352.00
MIOpenConv1x1_gfx906, 7, 68028, {1605632       1       1}, {   64     1     1}, 0, 63, 98,     25088.00,      2314.00,        66.00,         0.00,       259.00,         0.00,        96.00,         0.00,     25607.69,    100352.00
MIOpenConv1x1_gfx906, 8, 68028, {1605632       1       1}, {   64     1     1}, 0, 63, 98,     25088.00,      2314.00,        66.00,         0.00,       259.00,         0.00,        96.00,         0.00,     25610.75,    100352.00
MIOpenConv1x1_gfx906, 9, 68028, {1605632       1       1}, {   64     1     1}, 0, 63, 98,     25088.00,      2314.00,        66.00,         0.00,       259.00,         0.00,        96.00,         0.00,     25349.19,    100352.00
MIOpenConv1x1_gfx906, 10, 68028, {1605632       1       1}, {   64     1     1}, 0, 63, 98,     25088.00,      2314.00,        66.00,         0.00,       259.00,         0.00,        96.00,         0.00,     25355.50,    100352.00
MIOpenConv1x1_gfx906, 11, 68028, {1605632       1       1}, {   64     1     1}, 0, 63, 98,     25088.00,      2314.00,        66.00,         0.00,       259.00,         0.00,        96.00,         0.00,     25446.88,    100352.00
MIOpenConv1x1_gfx906, 12, 68028, {1605632       1       1}, {   64     1     1}, 0, 63, 98,     25088.00,      2314.00,        66.00,         0.00,       259.00,         0.00,        96.00,         0.00,     25295.75,    100352.00
